Pricing_Record_ID,NDC,Pricing_Methodology,Unit_Price,Package_Price,Effective_Date,End_Date,Source_System,Last_Updated
PRC0005575,76216784973,NADAC,6.7563,304.03,2024-09-06,2025-11-09,PricingFeedB,2025-11-20
PRC0005576,93139577848,WAC,1.1151,71.37,2026-03-13,2027-11-27,PricingFeedB,2025-03-12
PRC0005577,45865729198,NADAC,24.1953,362.93,2026-03-04,2027-08-31,PricingFeedB,2026-06-02
PRC0005578,81775220884,AWP,3.4128,44.37,2025-07-13,2026-06-06,PricingFeedA,2026-04-18
PRC0005579,24945550574,NADAC,16.7796,637.62,2023-12-01,2024-03-20,PricingFeedA,2025-09-15
PRC0005580,12237637159,MAC,3.4925,174.62,2024-07-08,2025-09-06,PricingFeedB,2025-10-21
PRC0005581,80870713084,MAC,7.1245,505.84,2025-12-24,2026-05-23,PricingFeedA,2025-03-14
PRC0005582,40802338292,Contract Rate,20.1816,585.27,2025-12-12,2027-04-01,PricingFeedA,2026-05-14
PRC0005583,30333466448,NADAC,0.6747,8.77,2023-01-01,2024-08-04,PricingFeedA,2025-02-04
PRC0005584,13745261453,MAC,12.9385,892.76,2023-07-02,2024-04-13,PricingFeedB,2025-07-05
PRC0005585,24514910454,Contract Rate,2.2938,206.44,2024-01-27,2024-09-23,PricingFeedA,2025-01-23
PRC0005586,44770351942,AWP,19.0857,1355.08,2023-08-15,2025-03-31,PricingFeedB,2026-05-15
PRC0005587,92274531886,WAC,46.8538,2904.94,2025-02-27,2026-03-07,PricingFeedB,2025-02-01
PRC0005588,30516747666,AWP,3.9431,47.32,2024-07-27,2026-06-25,PricingFeedA,2026-07-05
PRC0005589,45469791921,AWP,58.6011,4805.29,2025-12-25,2026-06-13,PricingFeedA,2025-08-30
PRC0005590,84334385421,MAC,2.7339,270.66,2023-12-10,2024-07-06,PricingFeedA,2025-01-23
PRC0005591,21882365240,MAC,9.1592,512.92,2026-02-22,2027-05-26,PricingFeedB,2026-05-02
PRC0005592,17735727527,Contract Rate,17.9624,1490.88,2023-01-10,2023-04-18,PricingFeedB,2025-11-20
PRC0005593,74192691278,MAC,32.0592,2500.62,2024-07-28,2025-10-05,PricingFeedB,2026-06-23
PRC0005594,66897831639,Contract Rate,2.0623,82.49,2026-01-14,2026-07-25,PricingFeedA,2025-04-14
PRC0005595,22438118591,WAC,2.9353,73.38,2023-03-30,2025-02-15,PricingFeedA,2026-05-03
PRC0005596,82718305778,AWP,48.4528,1453.58,2025-10-02,2027-02-13,PricingFeedA,2025-09-06
PRC0005597,49498489686,NADAC,3.0171,211.2,2025-08-01,2027-07-01,PricingFeedB,2026-02-26
PRC0005598,10581609776,Contract Rate,6.2869,421.22,2025-10-02,2026-12-08,PricingFeedB,2025-06-22
PRC0005599,79510138828,WAC,6.2577,337.92,2024-08-21,2025-03-24,PricingFeedB,2025-05-18
PRC0005600,25353369992,AWP,1.1551,13.86,2025-09-17,2026-10-10,PricingFeedB,2026-01-14
PRC0005601,77497673240,AWP,30.0161,360.19,2025-10-11,2026-07-08,PricingFeedB,2025-03-13
PRC0005602,33202515562,Contract Rate,10.5385,590.16,2025-10-14,2026-12-16,PricingFeedA,2025-02-13
PRC0005603,42506952673,Contract Rate,7.6435,366.89,2023-12-23,2024-12-20,PricingFeedA,2025-11-17
PRC0005604,11417343618,WAC,7.8497,478.83,2023-10-20,2024-04-15,PricingFeedA,2025-01-11
PRC0005605,86890799081,WAC,12.9088,735.8,2023-02-14,2024-03-08,PricingFeedA,2026-01-08
PRC0005606,99165884188,MAC,2.2966,188.32,2025-10-15,2026-09-06,PricingFeedB,2026-07-05
PRC0005607,60247897621,NADAC,27.4513,2690.23,2025-12-14,2026-10-18,PricingFeedA,2026-06-26
PRC0005608,23885768970,NADAC,4.1605,141.46,2023-05-25,2025-03-17,PricingFeedB,2025-07-02
PRC0005609,94324240174,Contract Rate,12.8888,1082.66,2025-03-27,2026-04-20,PricingFeedB,2025-02-18
PRC0005610,50146274292,NADAC,9.7248,680.74,2024-02-15,2025-05-21,PricingFeedB,2025-01-24
PRC0005611,66849248677,MAC,90.1664,2975.49,2025-12-28,2026-07-10,PricingFeedA,2026-03-06
PRC0005612,85086957723,AWP,3.276,140.87,2025-01-20,2026-02-19,PricingFeedB,2025-06-30
PRC0005613,96338320268,NADAC,6.9818,460.8,2024-12-16,2026-05-20,PricingFeedA,2025-06-26
PRC0005614,84080407924,WAC,7.2125,79.34,2024-10-14,2026-03-18,PricingFeedA,2025-01-16
PRC0005615,17204851877,WAC,0.4999,33.99,2025-02-05,2025-10-31,PricingFeedB,2026-04-29
PRC0005616,76440908482,WAC,4.4261,154.91,2026-01-02,2027-12-10,PricingFeedB,2025-01-26
PRC0005617,60323145092,Contract Rate,9.3491,299.17,2024-08-28,2025-07-05,PricingFeedB,2026-02-15
PRC0005618,98323115551,WAC,8.2906,497.44,2025-09-17,2026-03-23,PricingFeedB,2025-11-24
PRC0005619,36069903176,Contract Rate,4.023,205.17,2024-09-15,2026-07-19,PricingFeedB,2025-08-29
PRC0005620,60036280484,WAC,2.4648,108.45,2023-10-17,2025-05-22,PricingFeedB,2025-02-10
PRC0005621,98755861361,AWP,3.7025,88.86,2023-08-29,2025-06-10,PricingFeedA,2025-04-26
PRC0005622,96381286924,WAC,11.7743,553.39,2023-09-07,2024-02-13,PricingFeedA,2025-02-02
PRC0005623,61102807993,WAC,10.0692,130.9,2025-01-27,2026-05-29,PricingFeedA,2025-12-10
PRC0005624,61023340877,MAC,31.2012,811.23,2026-01-26,2027-12-03,PricingFeedB,2025-11-05
PRC0005625,31054839415,Contract Rate,8.2167,369.75,2025-03-31,2025-09-11,PricingFeedB,2025-07-12
PRC0005626,47131206943,WAC,22.1844,1686.01,2025-02-27,2026-11-18,PricingFeedA,2025-03-22
PRC0005627,68762387095,AWP,6.9301,471.25,2023-06-10,2024-07-17,PricingFeedA,2025-11-24
PRC0005628,37085218953,MAC,53.8325,2583.96,2025-11-10,2027-01-24,PricingFeedB,2025-07-31
PRC0005629,71012800477,AWP,5.8081,69.7,2024-02-13,2025-05-01,PricingFeedA,2025-12-17
PRC0005630,96005568835,Contract Rate,16.4897,412.24,2025-09-25,2027-07-30,PricingFeedB,2025-12-28
PRC0005631,64943476728,Contract Rate,7.5216,308.39,2023-05-02,2023-11-12,PricingFeedB,2025-02-11
PRC0005632,66586455165,MAC,5.0906,468.34,2024-06-18,2024-11-30,PricingFeedB,2026-01-16
PRC0005633,27306655329,AWP,3.5446,248.12,2023-09-22,2025-01-22,PricingFeedA,2026-04-21
PRC0005634,56133530192,MAC,4.5718,429.75,2024-12-11,2026-05-22,PricingFeedB,2026-04-21
PRC0005635,99885674336,WAC,18.9383,1742.32,2025-06-08,2026-02-02,PricingFeedA,2026-02-14
PRC0005636,11590371650,Contract Rate,4.4723,326.48,2025-05-16,2026-03-29,PricingFeedA,2026-01-06
PRC0005637,47515972719,NADAC,17.3474,1058.19,2025-09-09,2026-11-19,PricingFeedA,2026-02-02
PRC0005638,75031842748,AWP,7.146,686.02,2023-06-04,2024-12-27,PricingFeedA,2025-11-16
PRC0005639,33202515562,MAC,3.5305,328.34,2024-06-14,2025-02-16,PricingFeedA,2025-11-21
PRC0005640,92690601150,Contract Rate,19.4963,1111.29,2025-04-18,2025-07-22,PricingFeedB,2026-04-01
PRC0005641,44363144090,AWP,6.7107,630.81,2025-12-22,2027-08-01,PricingFeedB,2025-07-28
PRC0005642,81144656722,AWP,2.1842,45.87,2023-11-07,2024-08-28,PricingFeedB,2025-01-17
PRC0005643,15134521550,AWP,40.442,3761.11,2025-11-05,2027-05-06,PricingFeedB,2026-06-29
PRC0005644,52833519370,AWP,10.0922,666.09,2024-10-24,2026-03-16,PricingFeedB,2025-07-27
PRC0005645,12082289297,Contract Rate,12.163,133.79,2025-02-22,2026-02-11,PricingFeedB,2025-09-26
PRC0005646,48967225613,Contract Rate,83.1861,6654.89,2023-08-13,2025-07-06,PricingFeedA,2026-03-05
PRC0005647,14752304010,NADAC,6.4613,407.06,2023-01-11,2023-11-17,PricingFeedA,2026-05-03
PRC0005648,80550996369,WAC,25.4581,1298.36,2026-04-28,2027-05-06,PricingFeedB,2025-08-09
PRC0005649,85163650917,WAC,6.5023,455.16,2025-09-09,2027-03-09,PricingFeedA,2026-04-09
PRC0005650,38862821761,AWP,2.9071,84.31,2025-07-07,2027-02-03,PricingFeedA,2026-04-10
PRC0005651,55747428354,Contract Rate,7.1186,512.54,2024-08-29,2026-05-29,PricingFeedA,2025-08-07
PRC0005652,56735853544,MAC,1.8728,65.55,2023-02-11,2023-08-10,PricingFeedA,2025-01-08
PRC0005653,36017326675,AWP,21.7401,1869.65,2024-11-01,2025-12-30,PricingFeedA,2025-03-20
PRC0005654,37423653148,WAC,35.8725,2259.97,2023-05-28,2024-04-01,PricingFeedA,2026-05-17
PRC0005655,88056214772,Contract Rate,10.8068,248.56,2025-01-08,2026-04-19,PricingFeedA,2025-01-23
PRC0005656,81866879412,WAC,1.6821,127.84,2023-12-24,2025-05-31,PricingFeedA,2025-01-22
PRC0005657,37135715266,AWP,5.4043,162.13,2026-05-19,2027-04-23,PricingFeedA,2025-03-25
PRC0005658,78234779957,MAC,1.546,91.21,2023-11-19,2024-05-01,PricingFeedB,2025-02-10
PRC0005659,67041360337,MAC,3.8456,49.99,2023-02-19,2024-07-07,PricingFeedB,2025-03-16
PRC0005660,91356729487,Contract Rate,2.6155,183.09,2026-02-27,2027-05-09,PricingFeedB,2026-04-08
PRC0005661,76324394748,AWP,4.5164,397.44,2025-05-27,2027-03-10,PricingFeedA,2025-11-19
PRC0005662,89292409434,MAC,194.2825,2331.39,2025-02-06,2026-10-16,PricingFeedB,2025-02-05
PRC0005663,84538386197,WAC,2.3188,23.19,2023-09-16,2025-02-11,PricingFeedA,2026-03-06
PRC0005664,68485665817,AWP,4.4752,326.69,2024-06-20,2024-10-16,PricingFeedA,2025-07-11
PRC0005665,12237637159,NADAC,3.4383,319.76,2023-08-27,2025-02-28,PricingFeedA,2025-06-05
PRC0005666,54493906935,AWP,2.8839,66.33,2023-06-29,2025-01-11,PricingFeedA,2025-07-23
PRC0005667,20269556375,Contract Rate,3.838,356.93,2023-06-14,2024-05-28,PricingFeedA,2025-03-29
PRC0005668,43392739451,NADAC,4.4234,92.89,2026-02-26,2026-12-04,PricingFeedA,2026-08-08
PRC0005669,17735727527,Contract Rate,1.2442,72.16,2023-10-21,2024-12-27,PricingFeedA,2025-10-26
PRC0005670,62842687164,WAC,6.3556,95.33,2023-02-23,2024-06-07,PricingFeedB,2025-04-28
PRC0005671,32792508824,NADAC,1.7844,46.39,2024-10-13,2026-05-11,PricingFeedA,2025-07-30
PRC0005672,47131206943,NADAC,7.8717,236.15,2023-09-21,2025-07-25,PricingFeedB,2026-06-29
PRC0005673,40085120419,MAC,3.4471,337.82,2023-09-09,2025-04-03,PricingFeedA,2026-07-04
PRC0005674,84799902623,NADAC,4.6144,78.44,2024-09-05,2026-03-18,PricingFeedA,2026-03-17
PRC0005675,98361822465,MAC,20.6272,1258.26,2025-01-22,2025-08-30,PricingFeedB,2026-01-26
PRC0005676,42994769258,AWP,5.9231,272.46,2023-10-28,2025-01-05,PricingFeedA,2026-04-15
PRC0005677,31559714166,MAC,5.1365,241.42,2026-01-16,2026-05-04,PricingFeedA,2025-11-19
PRC0005678,78929224734,AWP,1.9455,116.73,2026-01-27,2026-09-25,PricingFeedA,2025-09-12
PRC0005679,73890570297,MAC,2.5134,168.4,2023-02-09,2024-12-09,PricingFeedA,2025-10-27
PRC0005680,13622989050,MAC,18.2405,1185.63,2025-04-25,2025-11-13,PricingFeedA,2025-06-13
PRC0005681,19998557234,Contract Rate,8.3638,719.29,2024-09-05,2025-05-02,PricingFeedB,2025-03-18
PRC0005682,86802579865,MAC,54.6897,4812.69,2025-12-26,2027-01-25,PricingFeedA,2026-07-16
PRC0005683,49501356011,AWP,0.9035,55.11,2023-09-04,2025-07-14,PricingFeedA,2025-01-01
PRC0005684,91190199574,MAC,10.4355,563.52,2023-05-05,2024-01-10,PricingFeedA,2025-02-05
PRC0005685,31620645567,WAC,12.9889,1052.1,2025-05-05,2025-08-31,PricingFeedB,2025-12-30
PRC0005686,24212233551,NADAC,64.9154,4544.08,2026-02-21,2026-10-03,PricingFeedB,2026-03-13
PRC0005687,45469791921,MAC,7.0638,233.11,2023-03-12,2023-09-02,PricingFeedA,2026-01-30
PRC0005688,28814780756,NADAC,4.9259,354.66,2023-04-11,2024-07-05,PricingFeedA,2026-03-27
PRC0005689,37158569890,NADAC,4.3534,261.2,2025-10-08,2026-03-12,PricingFeedA,2026-06-22
PRC0005690,85528237583,AWP,63.5866,5849.97,2025-08-19,2026-08-27,PricingFeedA,2026-02-19
PRC0005691,89111529797,WAC,6.4614,633.22,2024-10-20,2025-02-28,PricingFeedB,2025-09-15
PRC0005692,92233526721,Contract Rate,32.6715,1078.16,2023-07-20,2024-06-27,PricingFeedB,2026-03-30
PRC0005693,57300408459,WAC,4.1959,230.77,2025-07-10,2027-04-03,PricingFeedB,2025-04-13
PRC0005694,57576578668,MAC,13.0128,1054.04,2025-03-23,2026-12-16,PricingFeedB,2026-06-30
PRC0005695,44518564169,Contract Rate,5.7574,328.17,2025-05-17,2026-12-20,PricingFeedB,2025-07-09
PRC0005696,84047590849,MAC,24.7326,939.84,2024-06-11,2025-01-30,PricingFeedA,2025-09-13
PRC0005697,24931475984,WAC,3.075,282.9,2025-09-24,2025-12-25,PricingFeedA,2025-06-09
PRC0005698,64322142638,NADAC,2.6035,143.19,2025-06-07,2025-12-24,PricingFeedB,2025-10-24
PRC0005699,67426983874,WAC,1.4413,73.51,2023-03-17,2023-11-15,PricingFeedB,2026-04-20
PRC0005700,62842687164,Contract Rate,11.6561,221.47,2025-03-19,2026-07-30,PricingFeedA,2025-07-12
PRC0005701,40815151380,MAC,5.1891,186.81,2023-03-22,2023-07-30,PricingFeedA,2025-07-11
PRC0005702,90728447630,AWP,10.0729,261.9,2024-10-09,2026-07-13,PricingFeedB,2025-08-13
PRC0005703,97829657184,WAC,17.3358,710.77,2026-05-18,2026-11-30,PricingFeedA,2025-06-01
PRC0005704,41217651162,WAC,3.7376,355.07,2026-01-12,2026-11-11,PricingFeedA,2026-02-28
PRC0005705,65882951085,AWP,17.9234,806.55,2024-12-25,2026-02-11,PricingFeedB,2025-09-19
PRC0005706,48104454958,NADAC,12.3562,815.51,2025-01-01,2026-03-13,PricingFeedA,2026-07-07
PRC0005707,14904163164,NADAC,6.0471,380.97,2026-04-27,2026-10-11,PricingFeedB,2025-07-28
PRC0005708,38862821761,UNKNOWN_METHOD,7.9897,551.29,2023-01-14,2023-08-30,PricingFeedA,2026-07-01
PRC0005709,96959249363,AWP,54.8443,3345.5,2026-03-23,2026-12-08,PricingFeedB,2026-03-16
PRC0005710,35743278195,WAC,3.9795,346.22,2025-05-11,2027-02-09,PricingFeedA,2025-10-01
PRC0005711,10394138129,Contract Rate,30.7967,554.34,2025-08-05,2027-04-13,PricingFeedA,2026-05-27
PRC0005712,82097839974,NADAC,9.5436,267.22,2023-05-29,2025-03-16,PricingFeedB,2025-12-16
PRC0005713,75670258359,MAC,2.5544,99.62,2025-07-12,2026-09-15,PricingFeedA,2025-09-22
PRC0005714,45073829754,MAC,0.8371,14.23,2023-04-03,2023-12-27,PricingFeedA,2025-01-14
PRC0005715,87647246210,NADAC,3.8808,50.45,2024-05-30,2025-08-25,PricingFeedB,2025-06-11
PRC0005716,66849248677,WAC,11.7639,894.06,2024-12-01,2025-12-09,PricingFeedA,2025-11-24
PRC0005717,19150183984,WAC,35.6879,2426.78,2023-02-02,2023-10-04,PricingFeedA,2025-03-17
PRC0005718,84799902623,MAC,3.4819,181.06,2024-09-29,2025-08-16,PricingFeedB,2025-07-10
PRC0005719,32444678260,MAC,0.8958,50.16,2023-12-07,2024-12-17,PricingFeedB,2025-05-23
PRC0005720,39273980031,AWP,5.3857,285.44,2025-08-24,2026-09-11,PricingFeedB,2026-08-03
PRC0005721,52238926923,AWP,2.7027,75.68,2023-12-31,2024-04-27,PricingFeedB,2026-04-11
PRC0005722,39556565835,MAC,16.197,907.03,2024-11-20,2026-09-18,PricingFeedB,2025-11-27
PRC0005723,63764194169,MAC,29.4857,1562.74,2025-06-06,2026-01-19,PricingFeedA,2025-07-04
PRC0005724,47515972719,Contract Rate,4.3309,134.26,2025-06-11,2026-09-07,PricingFeedA,2026-06-27
PRC0005725,60563234574,MAC,12.6481,164.43,2024-10-18,2025-08-01,PricingFeedA,2026-08-05
PRC0005726,10405956455,NADAC,13.7167,919.02,2026-01-12,2027-12-31,PricingFeedA,2025-01-17
PRC0005727,43240994052,NADAC,56.5656,5317.17,2023-11-02,2024-06-13,PricingFeedB,2025-06-29
PRC0005728,22934703171,NADAC,13.5174,784.01,2024-08-08,2025-03-29,PricingFeedA,2026-01-19
PRC0005729,94250599448,MAC,3.0112,174.65,2025-01-27,2026-03-08,PricingFeedB,2026-02-28
PRC0005730,96381286924,NADAC,62.0817,5152.78,2024-07-23,2025-05-24,PricingFeedA,2026-08-08
PRC0005731,82718305778,Contract Rate,3.2037,38.44,2026-02-23,2026-10-14,PricingFeedB,2025-03-17
PRC0005732,44211207023,AWP,14.3372,301.08,2026-05-29,2027-01-23,PricingFeedB,2026-03-19
PRC0005733,67080423748,WAC,6.366,82.76,2026-01-20,2026-12-29,PricingFeedB,2025-10-21
PRC0005734,85393162035,AWP,19.0377,437.87,2025-10-15,2027-09-30,PricingFeedA,2026-03-09
PRC0005735,37135715266,NADAC,6.6179,615.46,2024-07-04,2024-11-01,PricingFeedA,2026-02-15
PRC0005736,60844107060,Contract Rate,33.1006,2714.25,2025-08-25,2026-06-27,PricingFeedB,2025-11-01
PRC0005737,99706788130,MAC,12.0346,673.94,2025-03-22,2026-09-26,PricingFeedA,2025-11-11
PRC0005738,29398974548,AWP,9.8264,756.63,2024-05-03,2025-08-25,PricingFeedA,2025-09-04
PRC0005739,87787823612,Contract Rate,24.7747,1065.31,2024-12-29,2025-11-09,PricingFeedA,2025-11-21
PRC0005740,89572512973,Contract Rate,0.3255,11.07,2025-08-06,2026-06-14,PricingFeedA,2025-04-01
PRC0005741,39764892488,Contract Rate,7.4501,469.36,2025-09-19,2026-06-12,PricingFeedB,2026-01-17
PRC0005742,93500208178,AWP,7.9801,151.62,2024-01-19,2025-11-22,PricingFeedA,2025-08-05
PRC0005743,85086957723,AWP,19.6877,1240.33,2025-05-08,2026-11-22,PricingFeedB,2025-09-22
PRC0005744,81276626479,AWP,2.0578,80.25,2023-06-28,2024-10-02,PricingFeedA,2026-08-13
PRC0005745,78375177340,NADAC,5.6678,504.43,2024-12-11,2025-08-17,PricingFeedB,2025-03-12
PRC0005746,31106224472,Contract Rate,34.8083,2993.51,2024-03-10,2024-11-10,PricingFeedA,2025-11-30
PRC0005747,37017591044,WAC,6.5218,345.66,2025-10-01,2027-09-01,PricingFeedB,2026-04-07
PRC0005748,54054126339,Contract Rate,34.6675,2600.06,2025-09-04,2026-12-26,PricingFeedA,2026-05-26
PRC0005749,62579571575,AWP,9.4895,151.83,2025-05-02,2026-07-05,PricingFeedB,2025-01-19
PRC0005750,26703687825,AWP,6.4937,344.17,2025-07-24,2027-01-03,PricingFeedB,2025-11-19
PRC0005751,55577596931,Contract Rate,2.7312,65.55,2025-07-03,2025-10-27,PricingFeedA,2026-06-07
PRC0005752,60563234574,AWP,2.5264,232.43,2026-01-11,2027-04-15,PricingFeedB,2026-02-09
PRC0005753,49954258793,AWP,9.2428,887.31,2023-01-19,2023-06-06,PricingFeedB,2025-04-13
PRC0005754,64540939887,MAC,6.1672,154.18,2023-12-18,2025-08-31,PricingFeedB,2025-05-02
PRC0005755,70003467749,AWP,11.888,309.09,2025-03-10,2025-12-16,PricingFeedA,2025-04-20
PRC0005756,35021253272,Contract Rate,29.0998,1658.69,2025-03-23,2026-11-16,PricingFeedB,2025-03-20
PRC0005757,25245820746,NADAC,7.2441,130.39,2024-08-04,2026-06-06,PricingFeedA,2026-01-15
PRC0005758,29312348846,NADAC,2.0043,176.38,2024-02-23,2024-06-10,PricingFeedA,2025-12-27
PRC0005759,73548373375,Contract Rate,10.8047,896.79,2023-11-12,2025-04-26,PricingFeedB,2025-04-04
PRC0005760,19270364213,Contract Rate,16.45,904.75,2024-03-07,2024-07-13,PricingFeedB,2025-12-09
PRC0005761,47220155350,Contract Rate,7.535,557.59,2026-03-20,2026-11-09,PricingFeedB,2025-04-06
PRC0005762,38837974554,WAC,7.7335,510.41,2024-07-30,2024-10-29,PricingFeedA,2026-05-12
PRC0005763,34030808751,AWP,3.2506,81.27,2025-11-19,2026-07-22,PricingFeedA,2026-05-12
PRC0005764,95759671235,Contract Rate,2.651,201.48,2026-03-04,2027-07-15,PricingFeedA,2025-06-21
PRC0005765,47253753474,Contract Rate,9.521,780.72,2024-12-06,2026-10-08,PricingFeedB,2025-04-30
PRC0005766,44363144090,AWP,16.8382,1195.51,2023-08-12,2025-07-26,PricingFeedB,2026-04-27
PRC0005767,39077562796,Contract Rate,2.0383,36.69,2025-12-25,2027-04-11,PricingFeedB,2025-07-18
PRC0005768,40423439442,AWP,18.6759,1269.96,2025-11-27,2027-02-03,PricingFeedA,2025-04-19
PRC0005769,32345951358,NADAC,7.8481,470.89,2024-10-31,2026-06-18,PricingFeedB,2025-03-17
PRC0005770,68335772779,Contract Rate,14.2525,1353.99,2025-06-21,2027-05-10,PricingFeedA,2025-04-29
PRC0005771,39903246537,AWP,1.5227,57.86,2024-10-19,2025-11-27,PricingFeedB,2025-04-12
PRC0005772,27306842138,NADAC,4.2484,237.91,2023-06-12,2024-03-31,PricingFeedB,2025-06-10
PRC0005773,17888408220,Contract Rate,2.0856,133.48,2024-12-03,2026-07-27,PricingFeedB,2025-01-04
PRC0005774,17813492685,WAC,8.8357,371.1,2025-07-17,2026-04-09,PricingFeedB,2025-07-13
PRC0005775,40538581357,AWP,26.4341,1083.8,2026-01-09,2027-11-07,PricingFeedA,2026-05-10
PRC0005776,92375297554,MAC,7.6319,373.96,2023-01-08,2023-04-23,PricingFeedB,2026-01-28
PRC0005777,13954840715,AWP,4.8875,430.1,2025-09-12,2027-06-16,PricingFeedB,2026-03-23
PRC0005778,85532169173,MAC,7.0663,134.26,2023-08-30,2024-04-06,PricingFeedB,2025-11-04
PRC0005779,57373424595,WAC,18.1689,1707.88,2025-07-05,2027-03-28,PricingFeedA,2025-03-04
PRC0005780,95759671235,Contract Rate,6.5159,579.92,2024-06-05,2025-01-10,PricingFeedB,2025-01-15
PRC0005781,38721413264,MAC,4.0972,65.56,2025-11-28,2026-03-04,PricingFeedB,2026-01-28
PRC0005782,55747428354,AWP,8.2378,741.4,2026-04-02,2028-01-12,PricingFeedB,2025-05-22
PRC0005783,76582366385,NADAC,6.024,192.77,2024-10-12,2026-09-11,PricingFeedB,2026-07-29
PRC0005784,58140162291,AWP,3.4461,272.24,2024-10-24,2025-09-29,PricingFeedB,2026-08-07
PRC0005785,37017591044,WAC,3.5793,304.24,2024-04-30,2026-03-27,PricingFeedB,2025-03-26
PRC0005786,26059713727,WAC,15.4003,200.2,2025-10-15,2027-04-21,PricingFeedB,2025-12-23
PRC0005787,44682779034,AWP,3.925,243.35,2024-05-23,2026-02-05,PricingFeedA,2025-01-05
PRC0005788,91227369073,WAC,11.6184,1010.8,2025-07-04,2025-12-31,PricingFeedA,2025-11-29
PRC0005789,49343244684,MAC,9.6217,298.27,2024-12-25,2025-11-29,PricingFeedA,2026-05-05
PRC0005790,96005568835,Contract Rate,4.2598,93.72,2023-05-01,2024-07-29,PricingFeedB,2025-02-03
PRC0005791,82822319745,WAC,0.6747,14.84,2024-05-01,2024-11-02,PricingFeedA,2025-12-05
PRC0005792,20698353031,Contract Rate,2.1332,132.26,2026-05-23,2027-04-08,PricingFeedB,2026-03-04
PRC0005793,15134521550,Contract Rate,4.8605,145.81,2024-06-24,2025-09-22,PricingFeedB,2025-07-06
PRC0005794,92375297554,Contract Rate,2.4928,137.1,2024-12-12,2025-09-23,PricingFeedB,2025-01-20
PRC0005795,69207755847,NADAC,5.8023,568.63,2024-06-18,2026-05-30,PricingFeedA,2026-07-05
PRC0005796,40085120419,WAC,8.7872,659.04,2024-10-16,2025-05-20,PricingFeedA,2025-11-25
PRC0005797,38443858993,AWP,2.597,199.97,2026-05-18,2027-08-03,PricingFeedB,2025-03-22
PRC0005798,30333466448,Contract Rate,19.8966,895.35,2024-12-28,2026-11-26,PricingFeedA,2026-05-28
PRC0005799,91233214850,MAC,10.1212,506.06,2025-07-10,2026-07-05,PricingFeedA,2026-05-01
PRC0005800,42374213026,MAC,4.6221,332.79,2026-02-19,2026-08-31,PricingFeedB,2025-02-04
PRC0005801,57373424595,NADAC,7.8646,597.71,2024-10-11,2026-05-30,PricingFeedA,2026-03-16
PRC0005802,82718305778,AWP,24.4647,1761.46,2025-09-20,2026-04-24,PricingFeedB,2025-07-19
PRC0005803,57344228998,Contract Rate,4.4055,237.9,2023-11-17,2024-03-14,PricingFeedB,2026-04-13
PRC0005804,39556565835,Contract Rate,16.062,1252.84,2025-06-14,2027-05-24,PricingFeedA,2026-01-08
PRC0005805,63060557974,NADAC,4.8904,430.36,2023-08-11,2025-04-20,PricingFeedA,2026-06-16
PRC0005806,13289945916,Contract Rate,5.502,539.2,2026-01-03,2027-12-19,PricingFeedB,2025-12-31
PRC0005807,93961156923,NADAC,2.5601,217.61,2026-05-02,2028-03-03,PricingFeedB,2025-12-13
PRC0005808,64322142638,WAC,14.2241,995.69,2025-12-07,2026-11-06,PricingFeedA,2026-05-05
PRC0005809,20698353031,AWP,36.274,2720.55,2024-01-29,2025-02-18,PricingFeedB,2025-11-15
PRC0005810,98921439381,MAC,16.7798,1560.52,2025-06-27,2025-11-15,PricingFeedA,2025-07-12
PRC0005811,31106224472,AWP,0.8922,12.49,2024-06-12,2026-01-15,PricingFeedA,2026-04-06
PRC0005812,55296874591,NADAC,18.3191,659.49,2024-06-09,2026-05-03,PricingFeedA,2026-06-02
PRC0005813,93669729418,AWP,3.2951,118.62,2023-06-27,2024-05-28,PricingFeedB,2025-10-11
PRC0005814,11713731824,WAC,13.2473,914.06,2024-07-10,2026-03-28,PricingFeedA,2025-03-02
PRC0005815,36163874460,NADAC,90.476,2442.85,2023-02-22,2024-02-06,PricingFeedB,2025-06-01
PRC0005816,92608453526,Contract Rate,23.4267,327.97,2025-09-09,2027-08-17,PricingFeedA,2025-05-13
PRC0005817,87424262238,MAC,5.8596,146.49,2026-03-13,2026-12-13,PricingFeedA,2025-07-06
PRC0005818,63166657868,AWP,17.7425,940.35,2024-03-06,2025-12-21,PricingFeedA,2025-01-01
PRC0005819,89292409434,AWP,7.2417,115.87,2024-05-16,2024-12-12,PricingFeedB,2025-12-23
PRC0005820,67141494586,NADAC,28.9297,2487.95,2024-09-18,2025-02-03,PricingFeedB,2026-03-18
PRC0005821,87471341583,NADAC,24.9662,873.82,2026-05-24,2027-02-20,PricingFeedA,2025-02-15
PRC0005822,72708515673,NADAC,6.1594,166.3,2025-05-01,2027-01-19,PricingFeedB,2025-04-20
PRC0005823,40895504647,MAC,2.1647,138.54,2023-07-13,2025-01-25,PricingFeedB,2025-04-06
PRC0005824,27054682245,WAC,3.3807,111.56,2024-06-15,2025-02-25,PricingFeedA,2025-09-09
PRC0005825,36527120523,WAC,21.2134,551.55,2024-05-26,2025-07-28,PricingFeedA,2025-11-25
PRC0005826,39077562796,NADAC,12.2006,622.23,2023-01-22,2024-04-17,PricingFeedA,2026-07-09
PRC0005827,27517427451,Contract Rate,3.1476,31.48,2025-02-03,2026-11-27,PricingFeedA,2025-05-25
