Formulary_Record_ID,Plan_ID,NDC,Drug_Name,Formulary_Tier,Coverage_Status,Prior_Authorization_Flag,Step_Therapy_Flag,Quantity_Limit_Flag,Effective_Date,End_Date,Source_System
FRM002022,PLAN016,43701205518,Ozempic,4,Covered,N,N,Y,2025-07-30,2027-03-27,FormularyManager
FRM002023,PLAN008,82124250653,Glucophage,3,Covered,Y,Y,N,2024-11-12,2026-07-06,FormularyManager
FRM002024,PLAN004,98611238535,Lexapro,2,Covered,Y,Y,N,2024-04-27,2026-03-09,FormularyManager
FRM002025,PLAN008,21904569624,Wellbutrin,1,Excluded,N,N,N,2024-05-16,2025-06-01,FormularyManager
FRM002026,PLAN010,53358319960,Lantus,3,Covered,N,N,Y,2025-04-25,2026-09-10,FormularyManager
FRM002027,PLAN019,94144432921,Neurontin,5,Covered,N,N,Y,2025-11-20,2027-11-19,FormularyManager
FRM002028,PLAN019,57938753177,Lopressor,4,Non-Preferred,N,N,N,2025-03-15,2026-12-16,FormularyManager
FRM002029,PLAN005,93234720318,Lexapro,2,Excluded,N,N,N,2025-07-04,2026-08-19,FormularyManager
FRM002030,PLAN013,44872908135,Cymbalta,1,Covered,N,Y,Y,2025-03-15,2026-01-16,FormularyManager
FRM002031,PLAN020,20380451050,Prilosec,4,Excluded,N,N,N,2025-06-24,2027-06-11,FormularyManager
FRM002032,PLAN019,44151264671,Humalog,4,Covered,Y,Y,Y,2025-10-20,2026-06-21,FormularyManager
FRM002033,PLAN011,71012800477,Norvasc,1,Excluded,N,N,N,2024-09-11,2026-05-30,FormularyManager
FRM002034,PLAN002,87431285235,Aldactone,2,Non-Preferred,N,Y,N,2026-01-15,2026-12-15,FormularyManager
FRM002035,PLAN008,47499455138,Crestor,4,Covered,N,N,N,2025-12-15,2026-12-28,FormularyManager
FRM002036,PLAN007,21904569624,Wellbutrin,5,Covered,N,N,N,2026-04-11,2027-04-18,FormularyManager
FRM002037,PLAN005,14546502462,Aldactone,1,Non-Preferred,N,N,N,2024-03-24,2026-03-12,FormularyManager
FRM002038,PLAN008,52954526623,Zoloft,3,,N,Y,N,2026-03-24,2027-05-30,FormularyManager
FRM002039,PLAN014,78375177340,Zoloft,3,Covered,N,N,N,2025-09-08,2026-10-26,FormularyManager
FRM002040,PLAN015,39273980031,Vibramycin,2,Non-Preferred,Y,N,N,2026-03-18,2026-10-18,FormularyManager
FRM002041,PLAN007,59002120957,Cozaar,1,Covered,N,N,N,2025-03-31,2026-01-09,FormularyManager
FRM002042,PLAN018,98272669316,Ventolin,2,Covered,N,N,N,2025-07-03,2026-12-15,FormularyManager
FRM002043,PLAN014,37017591044,Jardiance,3,Excluded,N,N,N,2025-08-11,2027-01-11,FormularyManager
FRM002044,PLAN017,47515972719,Cozaar,2,Covered,N,N,N,2026-03-31,2027-01-07,FormularyManager
FRM002045,PLAN009,40427686976,Lipitor,1,Covered,N,Y,N,2025-08-04,2026-11-07,FormularyManager
FRM002046,PLAN016,98558768029,Crestor,5,Covered,N,N,N,2025-02-23,2027-02-11,FormularyManager
FRM002047,PLAN001,69166455424,Lipitor,2,Covered,N,N,N,2026-05-26,2027-05-28,FormularyManager
FRM002048,PLAN010,42969761175,Humalog,4,Covered,N,N,N,2025-04-21,2026-01-01,FormularyManager
FRM002049,PLAN014,40427686976,Lipitor,2,Covered,N,N,N,2025-12-05,2026-12-22,FormularyManager
FRM002050,PLAN020,37986793471,Vibramycin,2,Covered,Y,N,Y,2025-08-25,2027-01-26,FormularyManager
FRM002051,PLAN004,86713966277,Jardiance,1,Non-Preferred,N,N,Y,2024-06-06,2025-11-03,FormularyManager
FRM002052,PLAN013,29268903018,Lasix,5,Covered,N,N,N,2025-09-05,2026-07-13,FormularyManager
FRM002053,PLAN002,77205261342,Prinivil,3,Non-Preferred,N,N,Y,2025-06-19,2026-07-26,FormularyManager
FRM002054,PLAN020,22036487942,Ventolin,3,Covered,Y,N,Y,2024-04-04,2025-02-09,FormularyManager
FRM002055,PLAN006,23809467884,Ozempic,4,Non-Preferred,N,N,N,2026-01-05,2026-08-31,FormularyManager
FRM002056,PLAN016,11616709896,Crestor,3,Non-Preferred,N,N,N,2025-12-08,2027-05-01,FormularyManager
FRM002057,PLAN010,14954435394,Ozempic,3,Covered,N,N,N,2024-10-30,2026-04-30,FormularyManager
FRM002058,PLAN008,63943747887,Synthroid,2,Covered,N,N,Y,2025-06-30,2026-11-18,FormularyManager
FRM002059,PLAN008,53756657133,Neurontin,4,Covered,N,N,Y,2025-08-22,2026-10-28,FormularyManager
FRM002060,PLAN020,63128504045,Lipitor,5,Covered,Y,N,N,2025-09-20,2027-02-12,FormularyManager
FRM002061,PLAN020,67124608759,Lipitor,2,Covered,N,N,Y,2026-03-31,2026-11-25,FormularyManager
FRM002062,PLAN007,19599866643,Crestor,1,Excluded,N,N,N,2024-02-07,2025-10-23,FormularyManager
FRM002063,PLAN018,58349694065,Prozac,3,Covered,N,N,N,2025-06-03,2027-05-13,FormularyManager
FRM002064,PLAN006,52004247373,Eliquis,4,Non-Preferred,N,N,N,2025-03-23,2026-12-28,FormularyManager
FRM002065,PLAN003,73418540749,Cymbalta,2,Covered,Y,N,N,2025-11-23,2027-02-19,FormularyManager
FRM002066,PLAN011,70483244548,Coreg,3,Excluded,N,Y,N,2024-05-27,2025-01-24,FormularyManager
FRM002067,PLAN014,90250181876,Lasix,3,Covered,N,N,Y,2026-02-27,2026-10-05,FormularyManager
FRM002068,PLAN006,59002120957,Cozaar,3,Non-Preferred,N,N,N,2024-12-24,2026-12-19,FormularyManager
FRM002069,PLAN011,17813492685,Wellbutrin,5,Covered,Y,Y,N,2024-11-29,2025-07-29,FormularyManager
FRM002070,PLAN016,83261389024,Synthroid,2,Covered,Y,N,N,2024-02-04,2025-03-14,FormularyManager
FRM002071,PLAN001,57089942274,Cymbalta,1,Excluded,N,N,N,2024-04-11,2025-10-11,FormularyManager
FRM002072,PLAN005,10772533217,Jardiance,1,Covered,N,N,N,2024-09-01,2026-03-11,FormularyManager
FRM002073,PLAN005,62107980910,Lasix,4,Covered,N,Y,N,2025-05-09,2027-04-27,FormularyManager
FRM002074,PLAN007,95394214840,Prozac,5,Covered,N,N,N,2025-02-22,2026-05-11,FormularyManager
FRM002075,PLAN005,95130238512,Microzide,4,Non-Preferred,N,N,N,2025-02-28,2026-07-03,FormularyManager
FRM002076,PLAN013,67213385883,Crestor,5,Covered,N,N,Y,2024-02-08,2026-01-14,FormularyManager
FRM002077,PLAN015,20269556375,Singulair,4,Covered,N,N,N,2025-07-07,2026-12-31,FormularyManager
FRM002078,PLAN014,52155953617,Lopressor,1,Covered,N,N,N,2024-07-27,2026-04-15,FormularyManager
FRM002079,PLAN008,18475573796,Protonix,4,Covered,Y,N,N,2024-01-05,2024-09-07,FormularyManager
FRM002080,PLAN001,38327505360,Lexapro,5,Covered,N,N,N,2026-01-12,2027-06-26,FormularyManager
FRM002081,PLAN012,79715188913,Lantus,5,,N,N,N,2025-05-22,2025-12-05,FormularyManager
FRM002082,PLAN019,78528685790,Neurontin,3,Covered,Y,N,N,2025-02-12,2026-07-31,FormularyManager
FRM002083,PLAN006,63011707032,Ozempic,4,Covered,N,N,N,2025-02-17,2026-12-03,FormularyManager
FRM002084,PLAN011,89305404592,Glucophage,5,Non-Preferred,Y,Y,N,2025-12-12,2027-02-27,FormularyManager
FRM002085,PLAN019,25717847814,Microzide,4,Covered,N,N,Y,2025-04-01,2026-02-21,FormularyManager
FRM002086,PLAN010,84458290728,Humalog,1,Non-Preferred,N,N,N,2026-04-23,2027-12-29,FormularyManager
FRM002087,PLAN003,29233766624,Wellbutrin,1,Covered,N,N,N,2024-10-28,2026-04-25,FormularyManager
FRM002088,PLAN002,69725978984,Lipitor,3,Covered,N,N,N,2025-10-07,2026-09-09,FormularyManager
FRM002089,PLAN016,42969761175,Humalog,4,Covered,N,N,N,2026-04-16,2027-09-06,FormularyManager
FRM002090,PLAN015,94714373929,Januvia,4,Covered,N,N,N,2024-03-25,2024-11-03,FormularyManager
FRM002091,PLAN005,70221820796,Lipitor,2,Covered,Y,N,Y,2026-02-02,2027-11-06,FormularyManager
FRM002092,PLAN017,18475573796,Protonix,5,Covered,N,N,N,2025-03-20,2025-12-11,FormularyManager
FRM002093,PLAN006,73825238231,Lexapro,2,Covered,N,N,N,2024-11-25,2026-02-09,FormularyManager
FRM002094,PLAN005,94421963775,Lipitor,1,Excluded,N,N,N,2024-11-15,2025-10-26,FormularyManager
FRM002095,PLAN019,71431521823,Crestor,1,Covered,N,N,N,2024-09-12,2025-09-06,FormularyManager
FRM002096,PLAN018,36001690590,Microzide,5,Covered,N,N,Y,2026-02-06,2027-01-04,FormularyManager
FRM002097,PLAN015,52258384311,Prinivil,3,Covered,N,N,N,2024-10-13,2025-10-01,FormularyManager
FRM002098,PLAN015,43412851646,Coreg,4,Non-Preferred,Y,N,N,2025-04-10,2026-10-25,FormularyManager
FRM002099,PLAN002,64540939887,Lopressor,3,Non-Preferred,Y,N,N,2026-05-19,2027-12-16,FormularyManager
FRM002100,PLAN009,18199892246,Aldactone,5,Covered,N,N,N,2025-06-18,2026-11-22,FormularyManager
FRM002101,PLAN011,43075554442,Lipitor,4,Covered,N,N,N,2026-02-12,2026-10-19,FormularyManager
FRM002102,PLAN013,85163650917,Protonix,2,Covered,N,N,N,2024-05-15,2025-05-11,FormularyManager
FRM002103,PLAN002,41290491468,Prinivil,3,Covered,N,N,N,2024-02-19,2024-09-15,FormularyManager
FRM002104,PLAN015,21421615389,Lasix,4,Covered,Y,N,N,2026-04-01,2028-02-22,FormularyManager
FRM002105,PLAN002,36527120523,Prilosec,1,Non-Preferred,Y,Y,N,2024-01-13,2025-02-09,FormularyManager
FRM002106,PLAN003,56529194411,Crestor,2,Covered,N,N,N,2026-01-22,2027-04-22,FormularyManager
FRM002107,PLAN018,61102807993,Humalog,2,Covered,N,N,N,2025-10-31,2026-11-09,FormularyManager
FRM002108,PLAN009,24616800293,Prinivil,4,Excluded,N,N,N,2025-07-31,2027-06-19,FormularyManager
FRM002109,PLAN002,58914968790,Plavix,1,Covered,N,N,Y,2026-03-02,2026-11-27,FormularyManager
FRM002110,PLAN009,97815836329,Neurontin,3,Covered,N,Y,N,2026-04-20,2028-04-18,FormularyManager
FRM002111,PLAN009,40773504873,Ozempic,1,Covered,Y,N,N,2024-06-21,2025-07-22,FormularyManager
FRM002112,PLAN013,49834139728,Eliquis,4,Covered,N,N,N,2025-03-08,2026-01-13,FormularyManager
FRM002113,PLAN016,36001690590,Microzide,2,Covered,N,N,N,2025-05-05,2026-12-28,FormularyManager
FRM002114,PLAN017,76582366385,Lantus,2,Covered,N,Y,N,2024-01-11,2024-07-23,FormularyManager
FRM002115,PLAN009,58257248865,Synthroid,3,Covered,N,N,Y,2025-10-25,2026-10-27,FormularyManager
FRM002116,PLAN019,60323145092,Plavix,4,Excluded,N,N,N,2024-10-10,2025-06-28,FormularyManager
FRM002117,PLAN009,24897240235,Neurontin,4,Covered,Y,N,N,2024-04-09,2025-11-03,FormularyManager
FRM002118,PLAN001,28309735158,Aldactone,4,Excluded,N,N,N,2025-12-07,2026-06-26,FormularyManager
FRM002119,PLAN004,65004145763,Januvia,2,Non-Preferred,N,N,N,2025-03-30,2026-08-24,FormularyManager
FRM002120,PLAN008,13367227159,Coreg,4,Covered,Y,N,N,2024-08-20,2025-08-06,FormularyManager
FRM002121,PLAN017,40504965642,Vibramycin,5,Covered,N,N,Y,2025-01-28,2025-10-24,FormularyManager
FRM002122,PLAN018,55296874591,Synthroid,3,Non-Preferred,Y,N,Y,2025-10-25,2027-05-14,FormularyManager
FRM002123,PLAN017,74737938088,Ventolin,1,Covered,N,Y,N,2024-02-13,2025-06-30,FormularyManager
FRM002124,PLAN007,44518564169,Coreg,3,Non-Preferred,N,N,N,2025-05-30,2026-05-21,FormularyManager
FRM002125,PLAN014,40842594127,Eliquis,2,Covered,Y,N,N,2025-11-01,2027-08-03,FormularyManager
FRM002126,PLAN017,79775467157,Crestor,2,Covered,Y,Y,N,2024-10-11,2026-09-23,FormularyManager
FRM002127,PLAN011,63128504045,Lipitor,3,Covered,Y,N,N,2025-06-22,2027-06-02,FormularyManager
FRM002128,PLAN002,54458104234,Singulair,5,Covered,N,Y,N,2026-04-02,2027-10-14,FormularyManager
FRM002129,PLAN015,51269588679,Zoloft,2,Non-Preferred,N,N,Y,2025-09-04,2026-11-08,FormularyManager
FRM002130,PLAN006,77675552758,Lantus,3,Excluded,N,Y,N,2024-07-22,2025-07-09,FormularyManager
FRM002131,PLAN006,14382432019,Lasix,4,Covered,Y,N,N,2024-05-26,2025-04-23,FormularyManager
FRM002132,PLAN009,24897240235,Neurontin,3,Covered,N,N,N,2024-01-29,2024-08-13,FormularyManager
FRM002133,PLAN020,30303185760,Norvasc,1,Covered,Y,N,N,2025-02-17,2026-10-11,FormularyManager
FRM002134,PLAN016,14546502462,Aldactone,3,Covered,N,N,N,2024-02-29,2025-12-19,FormularyManager
FRM002135,PLAN011,42576948965,Lexapro,3,Covered,N,Y,Y,2026-05-13,2027-12-28,FormularyManager
FRM002136,PLAN020,63060557974,Ozempic,5,Covered,N,N,Y,2026-01-17,2027-03-02,FormularyManager
FRM002137,PLAN004,31028872249,Prinivil,5,Covered,N,N,N,2024-06-06,2025-04-27,FormularyManager
FRM002138,PLAN006,29289502522,Protonix,2,Excluded,N,N,N,2025-03-11,2027-01-31,FormularyManager
FRM002139,PLAN017,94421963775,Lipitor,3,Covered,N,N,N,2024-10-19,2025-08-13,FormularyManager
FRM002140,PLAN010,59772579378,Lopressor,2,Covered,N,Y,N,2024-03-17,2025-01-01,FormularyManager
FRM002141,PLAN011,38862821761,Prilosec,2,Covered,N,N,Y,2026-04-29,2027-08-10,FormularyManager
FRM002142,PLAN002,67124608759,Lipitor,2,Covered,N,N,N,2024-08-21,2025-10-03,FormularyManager
FRM002143,PLAN007,62840208185,Crestor,4,Covered,N,N,N,2025-07-12,2026-07-26,FormularyManager
FRM002144,PLAN005,21904569624,Wellbutrin,3,Covered,N,N,N,2024-03-06,2025-10-06,FormularyManager
FRM002145,PLAN018,20380451050,Prilosec,4,Covered,N,N,N,2026-01-04,2026-07-05,FormularyManager
FRM002146,PLAN010,92043205735,Ozempic,4,Excluded,N,N,N,2026-02-01,2027-11-25,FormularyManager
FRM002147,PLAN004,33202515562,Vibramycin,1,Non-Preferred,N,N,N,2025-07-19,2026-07-04,FormularyManager
FRM002148,PLAN008,25353369992,Vibramycin,5,Covered,N,N,N,2025-01-09,2025-08-23,FormularyManager
FRM002149,PLAN018,80550996369,Vibramycin,5,Covered,N,N,N,2025-10-17,2026-06-24,FormularyManager
FRM002150,PLAN005,14752304010,Lexapro,5,Covered,N,N,N,2025-03-27,2026-07-17,FormularyManager
FRM002151,PLAN019,81337865957,Microzide,3,Covered,Y,N,N,2026-02-15,2027-05-07,FormularyManager
FRM002152,PLAN013,20775807220,Ventolin,1,Covered,N,N,Y,2025-01-04,2025-08-16,FormularyManager
FRM002153,PLAN002,86106901629,Singulair,1,Non-Preferred,N,N,N,2024-02-02,2024-11-16,FormularyManager
FRM002154,PLAN018,45654776470,Aldactone,5,Covered,N,N,N,2024-05-22,2025-06-02,FormularyManager
FRM002155,PLAN011,19771699369,Lantus,4,Covered,N,N,N,2024-10-21,2025-07-22,FormularyManager
FRM002156,PLAN004,74909178953,Vibramycin,5,Non-Preferred,N,N,N,2025-12-15,2026-07-07,FormularyManager
FRM002157,PLAN004,87709126031,Wellbutrin,3,Covered,N,N,N,2025-02-03,2026-10-24,FormularyManager
FRM002158,PLAN004,96493569992,Synthroid,5,Non-Preferred,Y,Y,N,2024-11-26,2025-12-30,FormularyManager
FRM002159,PLAN004,24931475984,Cozaar,5,Covered,N,Y,N,2024-09-30,2026-01-08,FormularyManager
FRM002160,PLAN012,80701649845,Lipitor,5,Covered,Y,Y,N,2024-03-10,2026-01-31,FormularyManager
FRM002161,PLAN020,89111529797,Prozac,5,Covered,N,N,N,2025-04-13,2026-11-07,FormularyManager
FRM002162,PLAN011,47220155350,Protonix,1,Covered,N,N,N,2024-12-26,2025-09-24,FormularyManager
FRM002163,PLAN020,22036487942,Ventolin,2,Covered,Y,N,N,2026-03-03,2027-03-16,FormularyManager
FRM002164,PLAN012,12131959374,Prozac,5,Non-Preferred,N,Y,N,2026-05-22,2027-12-25,FormularyManager
FRM002165,PLAN018,33036992193,Lipitor,1,Covered,N,N,N,2024-03-17,2024-11-27,FormularyManager
FRM002166,PLAN003,53358319960,Lantus,2,Covered,Y,N,Y,2024-04-06,2025-01-03,FormularyManager
FRM002167,PLAN016,54458104234,Singulair,4,Non-Preferred,Y,N,N,2024-08-14,2025-03-01,FormularyManager
FRM002168,PLAN011,91237315897,Plavix,4,Covered,N,N,N,2025-10-09,2027-02-24,FormularyManager
FRM002169,PLAN017,48045569225,Crestor,4,Excluded,N,Y,Y,2024-04-25,2025-09-26,FormularyManager
FRM002170,PLAN017,20964366855,Ventolin,1,,Y,N,N,2025-10-01,2027-01-04,FormularyManager
FRM002171,PLAN017,78831371488,Humalog,5,Covered,N,N,N,2024-11-14,2025-12-28,FormularyManager
FRM002172,PLAN005,45869998291,Prilosec,5,Covered,N,Y,N,2026-02-04,2027-06-16,FormularyManager
FRM002173,PLAN002,49300844372,Lipitor,5,Non-Preferred,N,N,N,2025-06-14,2026-12-09,FormularyManager
FRM002174,PLAN013,36001690590,Microzide,3,Covered,Y,N,Y,2025-08-28,2026-03-06,FormularyManager
FRM002175,PLAN012,58584770558,Glucophage,0,Non-Preferred,Y,N,N,2025-09-28,2027-07-05,FormularyManager
FRM002176,PLAN007,34666508457,Norvasc,4,Covered,N,N,N,2026-03-23,2028-02-22,FormularyManager
FRM002177,PLAN016,95394214840,Prozac,3,Covered,N,N,N,2025-10-07,2026-12-14,FormularyManager
FRM002178,PLAN018,99603627774,Synthroid,5,Covered,N,N,N,2024-11-22,2026-03-28,FormularyManager
FRM002179,PLAN011,75769382415,Ventolin,5,Non-Preferred,N,N,N,2026-04-29,2027-08-20,FormularyManager
FRM002180,PLAN019,93234720318,Lexapro,4,Excluded,N,N,N,2025-11-09,2027-08-08,FormularyManager
FRM002181,PLAN017,40604293652,Neurontin,2,Covered,N,N,N,2025-02-08,2026-05-09,FormularyManager
FRM002182,PLAN007,29337582731,Lasix,5,Covered,N,N,Y,2025-11-05,2027-09-11,FormularyManager
FRM002183,PLAN001,74039272223,Prinivil,1,Covered,Y,Y,Y,2025-02-08,2026-02-22,FormularyManager
FRM002184,PLAN001,59778965268,Humalog,1,Covered,N,N,Y,2025-10-02,2027-07-17,FormularyManager
FRM002185,PLAN015,92188700925,Cozaar,2,Covered,Y,N,Y,2026-04-15,2028-04-07,FormularyManager
FRM002186,PLAN003,99532189053,Neurontin,5,Covered,Y,N,Y,2026-05-06,2026-12-28,FormularyManager
FRM002187,PLAN007,78234779957,Microzide,2,Covered,N,N,N,2025-08-15,2027-04-05,FormularyManager
FRM002188,PLAN018,32792508824,Glucophage,5,Covered,N,N,N,2025-10-14,2026-08-26,FormularyManager
FRM002189,PLAN006,98617171442,Lantus,1,Covered,N,Y,N,2025-05-17,2027-04-12,FormularyManager
FRM002190,PLAN017,95762624064,Humalog,1,Covered,Y,N,N,2025-02-28,2025-11-11,FormularyManager
FRM002191,PLAN002,94197527115,Singulair,2,Covered,N,N,Y,2026-05-30,2027-11-07,FormularyManager
FRM002192,PLAN011,98617171442,Lantus,3,Covered,N,N,N,2026-02-02,2027-06-30,FormularyManager
FRM002193,PLAN018,40423439442,Coreg,5,Covered,N,N,N,2025-02-23,2025-09-16,FormularyManager
FRM002194,PLAN017,20309347358,Coreg,2,Excluded,N,N,Y,2024-11-17,2025-10-09,FormularyManager
FRM002195,PLAN004,48045569225,Crestor,2,Covered,N,N,Y,2025-06-06,2026-05-30,FormularyManager
FRM002196,PLAN010,94487791738,Glucophage,1,Covered,N,Y,Y,2025-04-21,2026-04-01,FormularyManager
FRM002197,PLAN019,84799902623,Plavix,3,Covered,N,N,N,2025-07-24,2027-05-14,FormularyManager
FRM002198,PLAN003,37017591044,Jardiance,4,Covered,N,N,N,2026-03-24,2027-07-02,FormularyManager
FRM002199,PLAN004,10394138129,Lantus,2,Covered,N,N,N,2024-04-11,2025-01-16,FormularyManager
FRM002200,PLAN006,98361822465,Lopressor,2,Covered,Y,N,N,2024-04-19,2024-10-20,FormularyManager
FRM002201,PLAN002,67115974246,Lexapro,5,Non-Preferred,N,N,Y,2025-06-01,2026-10-05,FormularyManager
FRM002202,PLAN017,87709126031,Wellbutrin,1,Covered,Y,N,N,2025-02-25,2026-12-16,FormularyManager
FRM002203,PLAN017,55504611813,Vibramycin,3,Excluded,N,N,Y,2024-05-15,2025-10-10,FormularyManager
FRM002204,PLAN004,48045569225,Crestor,4,Covered,Y,N,N,2025-02-11,2026-09-03,FormularyManager
FRM002205,PLAN009,68276196117,Glucophage,2,Covered,N,N,N,2025-05-24,2025-12-12,FormularyManager
FRM002206,PLAN003,48045569225,Crestor,3,Covered,N,N,N,2024-07-15,2026-03-26,FormularyManager
FRM002207,PLAN018,66586455165,UNKNOWN BRAND DRG00865,3,Excluded,N,N,N,2024-03-18,2025-02-18,FormularyManager
FRM002208,PLAN010,98617171442,Lantus,4,Covered,N,N,N,2024-04-05,2025-06-26,FormularyManager
FRM002209,PLAN015,18077751316,Prinivil,1,Covered,N,N,Y,2024-05-11,2025-07-05,FormularyManager
FRM002210,PLAN016,61425622844,Januvia,4,Covered,Y,N,N,2024-08-06,2025-03-28,FormularyManager
FRM002211,PLAN018,33848103692,Prozac,1,Non-Preferred,N,N,N,2025-04-14,2026-11-02,FormularyManager
FRM002212,PLAN008,38862821761,Prilosec,5,Covered,Y,N,N,2024-06-05,2025-11-16,FormularyManager
FRM002213,PLAN011,38384498011,Aldactone,3,Covered,N,N,N,2025-11-11,2027-01-02,FormularyManager
FRM002214,PLAN001,41217651162,Prilosec,2,Excluded,N,N,N,2026-03-03,2026-12-12,FormularyManager
FRM002215,PLAN017,22313207361,Jardiance,5,Covered,N,N,Y,2026-01-20,2026-09-01,FormularyManager
FRM002216,PLAN003,61023340877,Lipitor,4,Excluded,N,N,Y,2026-02-20,2027-07-27,FormularyManager
FRM002217,PLAN016,61516501822,Coreg,1,Non-Preferred,N,N,N,2024-02-10,2025-06-04,FormularyManager
FRM002218,PLAN011,43075554442,Lipitor,5,Covered,N,Y,N,2025-03-01,2026-02-07,FormularyManager
FRM002219,PLAN019,43075554442,Lipitor,2,Covered,N,N,N,2026-04-17,2028-01-13,FormularyManager
FRM002220,PLAN019,76440908482,Lexapro,3,Covered,N,N,N,2026-03-05,2026-11-06,FormularyManager
FRM002221,PLAN007,81214270455,Coreg,3,Covered,N,N,N,2024-08-09,2026-03-18,FormularyManager
FRM002222,PLAN005,20380451050,Prilosec,1,Covered,Y,N,N,2026-05-15,2028-03-14,FormularyManager
FRM002223,PLAN009,80571446571,Norvasc,3,Covered,N,N,N,2025-01-15,2025-10-18,FormularyManager
FRM002224,PLAN017,92387647216,Jardiance,5,Covered,N,N,N,2025-04-02,2027-02-03,FormularyManager
FRM002225,PLAN010,54800139458,Microzide,4,Excluded,N,N,N,2024-07-06,2025-09-04,FormularyManager
FRM002226,PLAN015,15456605232,Prilosec,1,Covered,N,N,N,2025-11-06,2027-05-11,FormularyManager
FRM002227,PLAN004,53358319960,Lantus,3,Covered,Y,N,N,2024-05-08,2025-06-01,FormularyManager
FRM002228,PLAN007,48887377765,Aldactone,2,Covered,N,N,N,2024-07-10,2025-12-31,FormularyManager
FRM002229,PLAN018,93785641343,Lexapro,1,Non-Preferred,Y,N,Y,2025-12-04,2027-04-24,FormularyManager
FRM002230,PLAN012,97358934626,Crestor,2,Covered,Y,N,Y,2024-06-27,2025-08-04,FormularyManager
FRM002231,PLAN001,99338867913,Prinivil,4,Covered,Y,N,N,2024-05-28,2025-03-15,FormularyManager
FRM002232,PLAN006,39023637631,Cymbalta,4,Covered,N,N,N,2025-09-27,2026-09-04,FormularyManager
FRM002233,PLAN020,93381483220,Prilosec,5,Excluded,N,N,N,2025-01-22,2026-11-21,FormularyManager
FRM002234,PLAN016,52550652494,Cymbalta,4,Covered,Y,N,N,2025-10-03,2026-08-03,FormularyManager
FRM002235,PLAN015,97763307131,Glucophage,2,Covered,Y,N,N,2024-01-22,2025-10-02,FormularyManager
FRM002236,PLAN004,92387647216,Jardiance,1,Excluded,N,N,N,2024-05-06,2025-11-05,FormularyManager
FRM002237,PLAN005,44198336110,Humalog,3,Covered,N,N,N,2025-01-02,2026-10-27,FormularyManager
FRM002238,PLAN010,57675334230,Protonix,1,Excluded,N,N,Y,2025-09-02,2026-08-30,FormularyManager
FRM002239,PLAN019,65244152274,Glucophage,4,Covered,N,N,N,2025-12-06,2027-01-26,FormularyManager
FRM002240,PLAN007,39455777027,Lasix,1,Non-Preferred,N,N,N,2025-08-28,2027-08-10,FormularyManager
FRM002241,PLAN013,73078761162,Neurontin,0,Non-Preferred,Y,N,N,2025-10-15,2027-08-29,FormularyManager
FRM002242,PLAN001,54348747469,Cozaar,4,Non-Preferred,Y,N,N,2025-02-10,2026-05-14,FormularyManager
FRM002243,PLAN017,48777918537,Protonix,2,Covered,N,N,N,2026-05-08,2028-04-30,FormularyManager
FRM002244,PLAN010,80571446571,Norvasc,3,Covered,N,Y,N,2024-04-22,2025-05-11,FormularyManager
FRM002245,PLAN013,51730490271,UNKNOWN BRAND DRG00439,3,Non-Preferred,Y,Y,N,2024-05-16,2024-11-27,FormularyManager
FRM002246,PLAN011,73418540749,Cymbalta,1,Excluded,N,N,N,2025-02-05,2026-03-07,FormularyManager
FRM002247,PLAN019,10424211436,Singulair,1,Covered,N,N,N,2024-08-23,2026-02-16,FormularyManager
FRM002248,PLAN014,21889957164,Norvasc,3,Covered,N,N,Y,2025-04-18,2025-11-28,FormularyManager
FRM002249,PLAN017,21128586347,FORMULARY NAME MISMATCH,3,Covered,Y,N,N,2024-12-12,2025-08-24,FormularyManager
FRM002250,PLAN011,48887377765,Aldactone,4,Covered,Y,N,N,2024-02-02,2025-04-26,FormularyManager
FRM002251,PLAN011,63764194169,Jardiance,1,Non-Preferred,Y,N,N,2024-12-31,2026-02-22,FormularyManager
FRM002252,PLAN004,32903672787,Glucophage,1,Covered,N,N,Y,2024-11-26,2026-08-24,FormularyManager
FRM002253,PLAN015,59221259051,Lantus,5,Excluded,Y,Y,N,2024-04-08,2025-05-05,FormularyManager
FRM002254,PLAN005,29702491473,Prilosec,5,Covered,N,N,N,2024-08-01,2025-02-28,FormularyManager
FRM002255,PLAN003,36069903176,Protonix,5,Covered,N,N,Y,2025-07-09,2026-02-04,FormularyManager
FRM002256,PLAN002,68485665817,Lopressor,5,Covered,N,N,N,2024-10-25,2026-07-04,FormularyManager
FRM002257,PLAN016,26703687825,Zoloft,2,Covered,Y,Y,N,2024-01-23,2025-04-20,FormularyManager
FRM002258,PLAN002,84799902623,Plavix,4,Covered,N,Y,N,2024-03-10,2024-10-20,FormularyManager
FRM002259,PLAN008,65812527931,Microzide,5,Covered,N,N,N,2024-02-22,2025-06-24,FormularyManager
FRM002260,PLAN007,76954397631,Microzide,1,Covered,N,N,N,2024-10-24,2025-05-25,FormularyManager
FRM002261,PLAN019,97358934626,Crestor,1,Non-Preferred,N,N,N,2024-10-11,2026-09-10,FormularyManager
FRM002262,PLAN005,61820941754,Wellbutrin,5,Covered,Y,N,N,2025-02-21,2026-06-03,FormularyManager
FRM002263,PLAN010,20858309589,Wellbutrin,5,Covered,N,N,N,2024-07-10,2025-08-29,FormularyManager
